user,text 
MikeRei92143347,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/AWeqhxj0tY
TeresaT1951,"@SpeakerMcCarthy While you defund public education? We see you, Kevin."
pipermccain,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/7kIIPdYlMc
shawn_erdman,"@SpeakerMcCarthy , 👇👇👇👇👇 https://t.co/0QQRsYOKaM"
Moeknowsdiddley,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/Og17CyzzFb
DonnaMaeMuse2,@SpeakerMcCarthy https://t.co/WuWVGhzNQ5
verylucky_guy,@SpeakerMcCarthy The guy who said there was no connection between the Trump campaign and Russia just got indicted f… https://t.co/llrwc6A0iC
Griggs2022,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/1ldym4DzTx
KarenWe44853431,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/4aGOzaVLsx
bernard_karin,@SpeakerMcCarthy @gop Insurrection  MURDERED POLICEMEN. Betrayal that is Permanent ⚰️
4321Bigboy,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/YDz81WLZM2
nst322,@SpeakerMcCarthy 👇🌏 https://t.co/iglcHggWr8
lalita61295442,RT @EileenLeftPA: @SpeakerMcCarthy @RepMichaelGuest What country-destroying promise did you make to him? https://t.co/gVdQU4cvZG
jcp28940740,@SpeakerMcCarthy Why is this even a question? This is the United States.
FalcnCruzr,RT @GrandmaMuses: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepC…
wendywi43632298,RT @BlueDogsGuitar: @SpeakerMcCarthy Don’t act like you actually accomplished anything. Nothing the Republicans did in the house will becom…
BarbaraAnnMci,@SpeakerMcCarthy @RepMichaelGuest NO SCHIFF. NO SWALLWELL.
FalcnCruzr,RT @bttr_as1: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChris…
SilverSprings88,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/r1CZtDw5PS
eLawnsDogLogs,RT @DemsInArray: @SpeakerMcCarthy It’s so weird how Republicans have apparently never heard of a parent-teacher conference Or joining the P…
JoeCraw11054718,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/4MAZ8SqY0Q
ArmyMom0812,RT @GJones96281944: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
JeanJesselson,@SpeakerMcCarthy Which is why the gop is banning books and deciding on an all lily white curriculum
LindaWitte63,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/29QNnHKj9Y
RobertW51461432,"@SpeakerMcCarthy @RepMichaelGuest If your house is so transparent, then release the 3 pages of things you agreed to… https://t.co/GM5aJPRzHi"
FarrisAnn,@SpeakerMcCarthy That's all we can ask. But what worries me is this. So far you haven't told the truth about anything yet.
fmgraphics1,RT @SandyShriver9: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Rep…
FalcnCruzr,RT @MadeInTheUSANJ: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
Varsh1138,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/Z37F9dgYDK
ArmyMom0812,RT @Fuzzy_Fuzzbutt: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
msthumper96,@SpeakerMcCarthy #fundourschools
fmgraphics1,RT @SandyShriver9: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Rep…
kleinePearl,@SpeakerMcCarthy You are a clown
SoCallls,RT @Penny9569: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChri…
DogMom2100,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/PWbo5eFCSP
eLawnsDogLogs,@SpeakerMcCarthy ALL children have the right to education. Even the ones who are disabled and have EAP plans or whe… https://t.co/AvG0p2HG4i
FalcnCruzr,RT @athens481: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChri…
fmgraphics1,RT @MadeInTheUSANJ: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
eastcoast636,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/wossU0wVzv
Big_Dead_Bird,@SpeakerMcCarthy @Jim_Jordan @JamesComer @MarshaBlackburn @LeaderMcConnell @tedcruz @GOP @HouseGOP @SenateGOP https://t.co/mtdzTLpMNP
kmp632003,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/XxugwkqQ3g
ScribeAdrift,@SpeakerMcCarthy Lying bag of catpiss
ResisterInGA,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/VnTpDljjGb
ArmyMom0812,RT @llofaith: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChris…
Richie80172,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/FEcXh2FIMq
WmDeWorde,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/WHlghKnWFu
uglybetty1111,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/NeAj9OArhw
fmgraphics1,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/bMkV5ZGSg5
FredONe35308471,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/Ta3UlVFLEZ
TeresaBurgart1,@SpeakerMcCarthy Love ❤️ u Jesse
ArmyMom0812,RT @Fuzzy_Fuzzbutt: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
ArmyMom0812,RT @SandyShriver9: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Rep…
CraigFromPA,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/LtPb6SYR5Y
GGP321,@SpeakerMcCarthy Actions Kevin not words !! https://t.co/wwQlyzlbrF
NicGS3,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/1uKTrcTPlS
fmgraphics1,RT @KeeblrD: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChrisS…
Jones25Frank,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/o7ihenfgOi
TideintheNW,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/FGFTx5JrpO
hotracehorse,@SpeakerMcCarthy @RepMichaelGuest lolololollololololol
amackles,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/O2UMaxe5GS
oldguysrreal,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/UtxmzUdzyO
krcifm,@SpeakerMcCarthy I equate Joe Biden and his followers/voters with the Charles Manson family. Manson was probably re… https://t.co/RAo9o8krbf
DeLaHay14534,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/K5cZAaIAUG
ReliableRip,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/V0fUMwEaSJ
hcwaw,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/3Y16qtdK5t
Cherylkee4,@SpeakerMcCarthy As speaker you sold your soul.
FalcnCruzr,RT @SandyShriver9: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Rep…
HankHoffman5,@SpeakerMcCarthy Lying SOB.
goletjf,"@SpeakerMcCarthy There’s a choice, and my choice is that I shouldn’t pay taxes to fund private schools."
MikeAutiger,RT @MurphyFergusonn: @SpeakerMcCarthy Keep Republicans away from education. https://t.co/MoEEcRTtJE
ArmyMom0812,RT @SandyShriver9: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Rep…
CounselorBill17,@SpeakerMcCarthy I didnt see any negotiations on the debt limit increase at all when Trump and the Republicans redu… https://t.co/F41wgFgNte
FalcnCruzr,RT @GJones96281944: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
bill87384083,@SpeakerMcCarthy Well said  then get out of the way
UltraliteCamino,@SpeakerMcCarthy Impeachment is a waste of time. It won't get past the Senate so it's an empty gesture. Biden's goi… https://t.co/mVDNtaLE1P
phillygirl11,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/PKAml0XfdU
ArmyMom0812,RT @GeorgiaDeeMick: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
AlannaDelaporta,RT @MadeInTheUSANJ: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
GOAT1687,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/UZIygjafK4
a68889227,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/SxpMHpNPQa
FactsMatterNow,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/qFSo129U9f
ArmyMom0812,RT @ChidiNwatu: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChr…
mom2speak1,RT @GJones96281944: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
steelergal126,@SpeakerMcCarthy You sold your soul to the “ devil”… not up to Dems to save your ass! Trump ran the deficit WAY up.. deal with it!!!
FalcnCruzr,RT @je_mclaughlin: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Rep…
KgbCb1,@SpeakerMcCarthy Please don’t let a few radicals define your party. Voters sent a message…. Listen to them!
GotMyGoat3,@SpeakerMcCarthy The GOP will do anything to syphon money from taxpayers to intentionally undermine their communiti… https://t.co/D3bI0DmzWp
mae6489,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/y3ogiA5Ubk
ArmyMom0812,RT @DCelesteSpencer: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @R…
Geobeacon,@SpeakerMcCarthy The truth remains 170 GOP House members voted to overturn our 2020 election. Follow the truth and… https://t.co/Xt6btmWayw
FalcnCruzr,RT @SandyShriver9: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Rep…
1NAVYQT,@SpeakerMcCarthy Anyone else think they raided TRUMP to try and make Joe BIDEN'S COLOSSAL MISHANDLING of CLASSIFIED… https://t.co/EZcZytmjqa
1NAVYQT,@SpeakerMcCarthy https://t.co/a5DVUvAbPB
PleonTusk,@SpeakerMcCarthy Oh? Then why is your party banning the teaching of history?
KatieRoffo,RT @ZaleskiLuke: @SpeakerMcCarthy We’re still witnessing the largest under-reaction to a violent insurrection led by a sitting president in…
Brandon_Hubbard,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/TRm1YZljuM
BruceValley2,@SpeakerMcCarthy Do you really think that the US population takes this as your statement of integrity???  JHC.
ArmyMom0812,RT @eviebauer727: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepC…
FalcnCruzr,RT @LeoNickens: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChr…
baumanndan,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/KeBDPTNnXs
SoCallls,RT @Murp1953Tim: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepCh…
kelliesright,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/exiLMR7jEQ
ShaySim64044238,"@SpeakerMcCarthy ""You deserve to have a voice in your child's education""  Not when you want them taught your brand… https://t.co/UiSYQJrCNM"
FalcnCruzr,RT @nkanow: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChrisSt…
jesse_kagan,@SpeakerMcCarthy Adam Schiff and Eric swalwell had there chance and did nothing reject Hakeem Jeffries reappointmen… https://t.co/TP96KMRwjy
debroby,"@SpeakerMcCarthy I doubt a Democrat would ever lead an attempted coup against our government. Hell,it’s only happen… https://t.co/wFI9R6REFo"
FalcnCruzr,RT @whitepatrick: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepC…
mom2speak1,RT @pattipetersonny: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @R…
doc68894,"@SpeakerMcCarthy Back Democrats, got it."
FalcnCruzr,RT @starfleet01: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepCh…
chrisearhart54,@SpeakerMcCarthy How bout one where they don't have to worry about their kids being slaughtered by some trumptard with a high-powered rifle?
ArguinzoniLidia,@SpeakerMcCarthy @RepMichaelGuest What Ethics!!!!!
MyLiberaOpinion,RT @BellaRisttaa: @SpeakerMcCarthy You speaker McCarthy refused to tell the truth about conman trump and election fraud.  Look at yourself…
DrDignity,RT @DrDignity: @SpeakerMcCarthy
heathharvey,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/Y5DsfQAmXk
ArmyMom0812,RT @cathyob1: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChris…
jmreycroft,@SpeakerMcCarthy Our education system used to be the envy of the world! Parents are free to homeschool their kids o… https://t.co/aFttgT3XT0
EricJGreenberg1,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/pIEMKfP6a8
bos_4u,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/NEW5eWl26n
TheRealGrammy1,@SpeakerMcCarthy That’s what you are suppose to do.
MyLiberaOpinion,RT @ZaleskiLuke: @SpeakerMcCarthy Republicans won’t do anything but try to get trump elected now that they’ve taken the house. Nothing to i…
Al17051764Janet,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/uhCavmiA3g
Friel9th,@SpeakerMcCarthy Which one of your 20 told you to say that?
ArmyMom0812,RT @MadeInTheUSANJ: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
Merle420404,@SpeakerMcCarthy I am having trouble believing Mr. McCarthy.
FalcnCruzr,RT @MadeInTheUSANJ: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
2000Lamb,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/zZOscOMYxR
Lacerat1on,RT @CathyJoeGPT: @SpeakerMcCarthy Rep. Schiff never lied to the American people - and you know this to be true - you don't care about the h…
FalcnCruzr,RT @GeorgiaDeeMick: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
Galibguy1912,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/V6oyfRs7Yk
Resolution2023,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/V4yoQ4JSB9
ArmyMom0812,RT @MadeInTheUSANJ: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
GBattye,@SpeakerMcCarthy https://t.co/2mKPlJcqQK
JackieGolub,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/GTLOdRg5DG
cindy_everitt,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/RVPWy4mzgj
jmwiebke,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/anZmRBSRIn
JUANSEG02287457,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/XE8bDDWZBI
FalcnCruzr,RT @jtfdenver: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChri…
4321Bigboy,@SpeakerMcCarthy : The GOP political message is drowned out by the GOP focus on children sexual orientations. GOP=… https://t.co/HGQ5hedWSB
mom2speak1,RT @SandyShriver9: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Rep…
Z_LittleBirdie,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/3QXmmsno0B
mccabeagent27,@SpeakerMcCarthy trying to get his Party to vote for him for Speaker. https://t.co/ttV5W8GD5N
michele_seiter,RT @BugdenSteven: @SpeakerMcCarthy Gasoline prices are up an average of $.50 a gallon since Kevin McCarthy became Speaker of the House (Spe…
snapsbob1,@SpeakerMcCarthy But not with ONE PENNY of my taxes!
Witchplease72,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/AIOvigIA3i
FalcnCruzr,RT @Fuzzy_Fuzzbutt: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
Katt43045799,@SpeakerMcCarthy Ok with that said be strong and do not let Adam Sciff and Solwell back on their committees. Don’t let us down
tebro55,@SpeakerMcCarthy You will do exactly what MAGA election deniers in your republican house wants you to do.
carebrmillenial,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/izpjJzLpV4
michele_seiter,@SpeakerMcCarthy Hack
Pro88Will,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/xc7H0DrOC4
rasoifer73,@SpeakerMcCarthy You are a JOKE
Mike_Ess,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/4Eim5GvAYB
HorrorArtNFT,@SpeakerMcCarthy So clueless - is it a Blue Wave you’re angling for in 2024? Or backing Capitol police like you did… https://t.co/O2hojXt6ac
dabgoes,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/aojkiHQrca
RickNovy,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/v1RSb9nKBa
caringguy1957,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/wMM6z749jh
FalcnCruzr,RT @Fuzzy_Fuzzbutt: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
Jamal78829352,@SpeakerMcCarthy Then why are republicans taking books out of the school's
HeadCascade,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/Q8szJe9TGP
GabenskiJc,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/oTKB1LwFc7
Aussie_Resister,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/1KRCkQc1Q7
jmreycroft,"RT @McCainSuzanne: @SpeakerMcCarthy You've always had a choice, however, we're not paying for your kid's private school."
bttr_as1,RT @JonSmyth01: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChr…
FalcnCruzr,RT @DCelesteSpencer: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @R…
RealBobo697,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/MoH8A0Ku2E
nsteen001,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/FIuuYACn8x
mom2speak1,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/RcKybZ18WA
sunflowerklo,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/uFNVpuZqvO
IndichtyKeen,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/bAdGiI6DjY
amard1,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/hGVQAGKoMb
LanaOphorst,@SpeakerMcCarthy Another mass murder. When will you do something with your power about that?
DangerGirl6,"RT @PMLorber: @SpeakerMcCarthy Kevin McCarthy, who defied a subpoena to cooperate with the January 6th committee and was referred to the Co…"
beeljo,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/NOu7oz90rT
FalcnCruzr,RT @JonSmyth01: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChr…
Kodi4momma,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/nWVT0nxnXQ
looknforward11,@SpeakerMcCarthy 11 dead at a mass shooting in your home state and you say nothing.
BobTrescobob,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/PZdctfI8DF
inzane2112,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/QxG8ZCEdCT
PSchmaling,"@SpeakerMcCarthy High ideals, but if it has anything to do with Education we're pretty sure we can count out the Republicans. @GOP"
