user,text 
texaschicsrock,@SpeakerMcCarthy @FBI @SecretService @TheJusticeDept  Rep George Santos is NOT a Us citizen
valleonardcomc1,RT @SuzieQ2412874__: @SpeakerMcCarthy https://t.co/NCONOjCJHi
MkayUokay,@SpeakerMcCarthy @RepMattGaetz @RepMcCaul   Let’s be clear.   No more money to Ukraine. We don’t even have decent r… https://t.co/qDkNsCUKVU
Beans84811745,@SpeakerMcCarthy   Pardon them all or step down. https://t.co/HiUvrc6oVt
Mistryad,RT @jtfdenver: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChri…
_MKathryn,"RT @electMikeHarvey: @SpeakerMcCarthy Charter schools in Florida, are bankrupting public schools.@RonDeSantisFL is adding fuel to that fire…"
MichaelRush1956,"@SpeakerMcCarthy Wow, two lies in one sentence. Have you been studying at the little feet of tRump himself?"
CletusThurstonB,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/F0s6hERtcJ
Carmenlp56Perez,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/URSaKXTolS
iambrig,"RT @ungerbn103: @SpeakerMcCarthy Why didn't you Back the Blue on January 6th, Kevin?"
SharonM28498127,@SpeakerMcCarthy Our children deserve the right to attend public school where NO RELIGION is involved and history is not whitewashed
ConnieBAustin,@SpeakerMcCarthy do NOT give in!!!!!!!!!!! https://t.co/PudBYm7ZVt
iambrig,"RT @mommamia1217: @SpeakerMcCarthy WHATTTT??? Practice what you preach, Kev.  They protected YOUR LIFE. Yet, you turned your back on the Ca…"
Melissa89582905,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/3Hd5Pd8VV3
iambrig,"RT @jonlionfineart2: @SpeakerMcCarthy Tell that to them, @SpeakerMcCarthy   #MAGAisDEAD https://t.co/cwGaeBj2Bo"
PalladiumFred,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/6jLgtdb1pM
imfreds,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/EJjYRqDY0y
kelly_NPA,@SpeakerMcCarthy please spare us your endless gaslighting and bullshit. Your corrupt party is a stain on our Countr… https://t.co/J5eBmQsE49
jdkahler,@SpeakerMcCarthy School choice is another big con.
JamieJaeTweets,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/6XV3YfxC8h
Mistryad,RT @MadeInTheUSANJ: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
MichelleMccoy02,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/8KRzme442n
vijayagnel,RT @SandyShriver9: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Rep…
Linda32156866,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/HFiC9WlOCO
vijayagnel,RT @cathyob1: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChris…
ElizBennett11,@SpeakerMcCarthy Too bad that you don’t.
vijayagnel,RT @DCelesteSpencer: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @R…
ElizBennett11,@SpeakerMcCarthy Too bad you don’t.
MonDiehl,@SpeakerMcCarthy @GOP  what’s your statement about the second mass shooting in @SpeakerMcCarthy state?
vijayagnel,RT @KeeblrD: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChrisS…
Mysticmojo,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/DrU0XxrssK
LoriGreco1,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/wHsDPjh9Gi
vijayagnel,RT @ChidiNwatu: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChr…
CK03624,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/3i7l6CNqdA
vijayagnel,RT @MadeInTheUSANJ: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
firstladyofrelo,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/L36DdV8Owc
TheManiacHiker,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/IvoTtT24KZ
vijayagnel,RT @ChicagoWindy62: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
GiGiPersists,RT @SandyShriver9: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Rep…
vijayagnel,RT @nkanow: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChrisSt…
jimbeller,@SpeakerMcCarthy GOP School choice: https://t.co/LJh1HJYp2K
AngrierPotato2,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/W4E5TzJixu
VickiSpenra,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/hXrgpkkph0
FrozenHeadRidge,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/nfyLZaolXM
brenthelton111,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/uAH2OlOH4E
ANMensah,@SpeakerMcCarthy @HouseGOP sharing some facts about Social Security.  Education is so important. https://t.co/mkI0g31ayN
NLASGinaLynn,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/j9QMMcJu8b
Whocares9281964,@SpeakerMcCarthy It’s time to get to the bottom of the Biden mess. https://t.co/LLHIlSlJKx
doraziod1,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/yOLzBLJ1lX
larrycy,"@SpeakerMcCarthy Little Kevin, you are the worst speaker of the house ever"
A_M_F_45,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/a0NoAKKQM2
Iluvmy2dogs88,RT @CathyJoeGPT: @SpeakerMcCarthy Rep. Schiff never lied to the American people - and you know this to be true - you don't care about the h…
stepchildheld,@SpeakerMcCarthy @RepMichaelGuest Thank you!
PauletteParis1,@SpeakerMcCarthy @RepGregSteube Need to change your mind on proxy voting?
BillyRaiola,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/oATe1NMzag
gjzaidan,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/ts2MJjtppD
FinkNYC,@SpeakerMcCarthy Any chance you can point us to your tweet(s) advocating for and specifically listing plans for get… https://t.co/T5O57eM13o
Iluvmy2dogs88,RT @13WJM: @SpeakerMcCarthy McCarthy and @RepStefanik KNEW about #Santos months before the election.  https://t.co/83jVFCH6a2
TerryMcKay2,"@SpeakerMcCarthy As speaker, your testicles are prominently displayed on Marjorie’s desk!"
Iluvmy2dogs88,"@SpeakerMcCarthy No, he did not. But you do every single day."
TinaMcManus,RT @MurphyFergusonn: @SpeakerMcCarthy Keep Republicans away from education. https://t.co/MoEEcRTtJE
bcsurviour,"@SpeakerMcCarthy How about one without guns, mass shootings, and without a 6 year old shooting their teacher, Kev?… https://t.co/pR1xqWkv4f"
Sue35124044,@SpeakerMcCarthy How is Maj?
TomasJo33902393,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/m1GhA54VOW
TinaMcManus,"RT @electMikeHarvey: @SpeakerMcCarthy Charter schools in Florida, are bankrupting public schools.@RonDeSantisFL is adding fuel to that fire…"
Lorimaynot,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/IXSuwvEfjn
saveroplanet,"@SpeakerMcCarthy Typo: you should have said ""fascists and wherever they lead"""
Tcxcvttsl,@SpeakerMcCarthy School choice is another GOP scam to shovel tax dollars to the rich. And also to force taxpayers t… https://t.co/roblgXkWds
VivianCreekmore,"@SpeakerMcCarthy What are you, educational socialists? We do NOT want to send YOUR children to private schools. WE… https://t.co/pdQyQmdj7R"
HenryGo98381056,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/EGhIa5ITDi
cymru1051,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/MnrGrV6sED
suki3hunna,RT @MadeInTheUSANJ: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
BirchTreeHill,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/5BQmpj2UDu
EloolyM,@SpeakerMcCarthy FOCUS: gun violence.
SoCallls,"RT @Eightnotenuf: @SpeakerMcCarthy @RepGregSteube Greg, this means he needs your vote.  He doesn’t give a sh!t about you personally."
MedievalMetal12,@SpeakerMcCarthy Performative traitor.
J_WNcholson,@SpeakerMcCarthy You’re powerless.
ericThelearning,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/zvI0NHxwoa
deanteamscene,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/y5DsfL1Q5q
shookiewilliams,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/fOlmmzpSwO
stover_glenn,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/paA5xPUPhh
SoCallls,RT @BlondFather: @SpeakerMcCarthy @RepGregSteube U mean you’re pulling for his vote? Rethinking ur position on proxy votes about now?
EroticaGood,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/mL8wLKSE7o
wethinkheleaks,@SpeakerMcCarthy MAGA.
CalioLori,@SpeakerMcCarthy @kevinomccarthy California here…remember us? 2 shootings/2 days &amp; u r too busy high-fiving yoursel… https://t.co/Bz19Yjvlj8
Jacquel74961682,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/2nKB4Ca8Qx
BillBartosik,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/5KhWh8b5Ev
Dstoryofmylife,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/dUKhQ1szix
ChemicalsOil,RT @SandyShriver9: @SpeakerMcCarthy https://t.co/XT6je56eK0
JCDWorld,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/Oufxufxckw
marko723,@SpeakerMcCarthy https://t.co/6i0nXNhEEr
Sherman8tr,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/KD3Y5xdOZJ
NOMN45,@SpeakerMcCarthy And what are you doing other than continuing to kiss Trumps ass?
wethinkheleaks,@SpeakerMcCarthy  pay yourself a big slap.
zydegirl,@SpeakerMcCarthy @RepMichaelGuest Bullshit
Richreality2022,@SpeakerMcCarthy One on Kevin you pander to small groups never the majority of Americans. All you have is the radic… https://t.co/yRV3EqVSOT
pdqbach55,RT @cycequeen: @SpeakerMcCarthy Hey Kevin - I’d like to choose a school that’s safe from guns.   It best fits my child’s needs to keep brea…
Karan28009239,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/PMweS6A4HZ
typo_cat,RT @imaginarymaniac: @SpeakerMcCarthy You hypocrite...go back to Bakersfield the murder rate there is highest in the state.  https://t.co/E…
wethinkheleaks,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/cTmzaoo9XE
OldSassyDem,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/DOQjPETiGy
C2_ShiningC,RT @17DISH: @SpeakerMcCarthy Republicans spent over $200 M for MT to live in Trump Tower to blackmail DT for more $ on her prenup or she wl…
sweezy_jackson,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/9hCakIongA
anthonyramey5,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/zRx7aYbrAU
RoxyinLQ,@SpeakerMcCarthy You don’t back the blue.
anotheroldgoat1,@SpeakerMcCarthy “School choice” is a euphemism for tax dollar funded religious indoctrination   Read the constitut… https://t.co/OgANKRk63h
WanderingAbove,@SpeakerMcCarthy Literally NO ONE is stopping parents from sending their children to school anywhere they want them to go. 🙄
wethinkheleaks,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/7rMvO2MHZR
NOMN45,"@SpeakerMcCarthy You are a leader, what's your plan?"
bcsurviour,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/qqGoaQ5RYD
beerandabrat,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/pz5OwOZHqp
DboyPapa,@SpeakerMcCarthy Yes. I’m sure this resonates with the victimized families of property tax rich suburbs and those t… https://t.co/PFohY0ueLp
cvn65lover,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/I0Y6GPoh6F
LongTimeHistory,RT @BluebonnetsTx8: @SpeakerMcCarthy @LindseyGrahamSC @SenRonJohnson @SenTedCruz   These guys🖕🏻should be voted out.
TrumpianC,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/Ndq05Ts3U5
wethinkheleaks,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/T8SAANsmPH
KathieM01970323,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/MTt7bqDrez
Greenethoughts,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/AdWlWBu5rY
Jacquel74961682,"@SpeakerMcCarthy Parents do have choices now. And if parents want to decide the curricula, send kids to a private s… https://t.co/qOxB3gOOdD"
NOMN45,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/y5RHoqBEeP
wethinkheleaks,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/C6TOobr8bo
NancyAShelton3,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/Enu9zLWsKO
WinterbauerJohn,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/vdfUNkV2ib
rosecc21,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/H7tVaQAXQw
SteveDeibert,"@SpeakerMcCarthy @RepMichaelGuest Clean your own house first, air"
Badcock45,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/Nmp9WxAD3A
Mindy97445280,@SpeakerMcCarthy Let the CIRCUS BEGIN.. Wake me up in 2024 I've had enough of this shit show!!!
Joanne79546525,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/98oNvMgp1h
wethinkheleaks,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/fwomHfr38T
Di4homes,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/TsQot6SzFp
Karan28009239,"@SpeakerMcCarthy You are making a MOCKERY of our Congress!  Shame on you, shame on Ca. for re-electing you! (firing… https://t.co/A2JDASRkKE"
markscarter58,@SpeakerMcCarthy @RepMichaelGuest Scorched earth on ethics!
CarterDonyell,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/3j1KFYAl3w
Lou_B,RT @Fuzzy_Fuzzbutt: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
hazy_violette,RT @NowtConspiraci1: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @R…
ennui365,RT @IamSpacePope1: @SpeakerMcCarthy I’ve always wondered how often you wear your Klan hood
Michell47854240,RT @17DISH: @SpeakerMcCarthy Republicans spent over $200 M for MT to live in Trump Tower to blackmail DT for more $ on her prenup or she wl…
wethinkheleaks,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/wywAoz4pMa
HEALTHOVRWEALTH,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/dhjMHpEHjE
DavidMa25070542,@SpeakerMcCarthy And the Department of Education needs to be eliminated. Give the power back to the individual states!!!
DaVinciGraphic1,@SpeakerMcCarthy kevy kevy kevy..but not parents threatening school board they are coming armed..🤡🫤🙄
TheMightyChin1,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/yfDma1RQaU
kakasujones,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/aUKfpfAT9T
rogness_paula,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/b13W1flUjp
SimondsDeb,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/xHgA5j5xKr
sbirdcota,RT @Empressmish13: @SpeakerMcCarthy @RepMichaelGuest Great. Here is his first case. #SantosIsAFraud https://t.co/B3DBJVhocH
sbirdcota,"RT @Hundpappa: @SpeakerMcCarthy @RepMichaelGuest What standards, Qevin? You hold the Dems to an almost impossible standard, while not havin…"
Richard11062343,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/J666TLi3UC
2024Lainey,"@SpeakerMcCarthy Democrats make demands for China  Swalwell and dishonest, does not tell the truth Schiff to be on… https://t.co/2p3K1ni3hr"
sbirdcota,"RT @jcgfrippout: @SpeakerMcCarthy @RepMichaelGuest Qevin can’t be trusted with any of his appointments. Qevin, you will always be viewed as…"
sbirdcota,RT @aman61bc: @SpeakerMcCarthy @RepMichaelGuest https://t.co/HbKyK7oDF1
spaceblonde,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/ROyTwd0vZX
Mando44646,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/N1GDlwmqeq
kanders02097675,@SpeakerMcCarthy McCarthy can't handle the truth and lies like a rug. Trump  snaps his Fingers his short fat finger… https://t.co/2sP0oFV7ES
sbirdcota,RT @aman61bc: @SpeakerMcCarthy @RepMichaelGuest https://t.co/nmeCBBYtv3
KarenHellriegel,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/tfBuY0978N
sbirdcota,"RT @JoyceAldridge13: @SpeakerMcCarthy @RepMichaelGuest Today's Republicans are the most unethical, corrupt and hypocritical liars in Americ…"
Jacquel74961682,@SpeakerMcCarthy Please do not stop...our education is sorely lacking.
sbirdcota,RT @ChicagoWindy62: @SpeakerMcCarthy @RepMichaelGuest INTEGRITY??  You installed 👇to cover their own 👇👇. https://t.co/NpGYqmWWsr
rogness_paula,RT @SandyShriver9: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Rep…
Lou_B,RT @SandyShriver9: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Rep…
sbirdcota,RT @JoyceAldridge13: @SpeakerMcCarthy @RepMichaelGuest #RepublicanHouseClownShow is an embarrassment to America! https://t.co/hTZAC3YuM8
jwmburrill,@SpeakerMcCarthy Most all Federal agencies are for the purpose of weakening the states's Constitution rights.  The… https://t.co/GgYIgUB2m0
sbirdcota,"RT @walcath1: @SpeakerMcCarthy @RepMichaelGuest Nice try but you are spineless. ""Ethics?"" what about one of your own who defrauded people i…"
Lou_B,RT @ValerieCastron2: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @R…
sbirdcota,RT @EileenLeftPA: @SpeakerMcCarthy @RepMichaelGuest What country-destroying promise did you make to him? https://t.co/gVdQU4cvZG
sbirdcota,"RT @RealJoeBonanno: @SpeakerMcCarthy @RepMichaelGuest And 2024, we the peoples party will ope investigation into trump, Greene, Boebert, Go…"
jinks1054,RT @newmanian2: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChr…
Lou_B,RT @cathyob1: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChris…
XavierOnassis1,RT @ChicagoWindy62: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
D42587644,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/AzNyX5hKqD
msfiggy2u,@SpeakerMcCarthy https://t.co/nV9g5VJEGD
EdaIris,@SpeakerMcCarthy Are they entitled to learn Black History? The actual Civil War and why the slavers fought so hard… https://t.co/HscnvQPOaU
DonTrumpTwin,RT @dlowther715: @SpeakerMcCarthy Kevin McCarthy (R-Invertebrate) $400 haircut on a $2 head. https://t.co/PKoQlVsVEp
Mindy97445280,RT @ChicagoWindy62: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Re…
richardjas1,@SpeakerMcCarthy
Strenghthen1312,RT @glkg0223: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChris…
XavierOnassis1,RT @nkanow: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChrisSt…
XavierOnassis1,RT @SandyShriver9: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @Rep…
SimonSimonj,@SpeakerMcCarthy is a Lie machine  phttps://www.cnn.com/2023/01/23/politics/fact-check-kevin-mccarthy-claims-debt-i… https://t.co/fD62ZQW5lG
richardjas1,@SpeakerMcCarthy the house is preparing to raise the debt limit it’s going to happen I get that .  So why didn’t th… https://t.co/78cXhJSet3
Lou_B,RT @KeeblrD: @SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup @RepChrisS…
damobius,@SpeakerMcCarthy @RepMikeTurner @TomColeOK04 @RulesReps @RepGallagher @RobWittman @michaelcburgess @RepBradWenstrup… https://t.co/Jg3AF1dwlC
