user,text 
libertarian_nv,@POTUS This should be funded by tolls. Why does the rest of the Country have to pay to fix a bridge used by the wea… https://t.co/RQ1XGZ5u9r
SandraJ27639632,@POTUS Then why did mine go up again?
RizvanGQ,"@POTUS Байден старый  долбаеб,"
DavidFletch66,@POTUS https://t.co/dQjgpkDuVw
SZ990936251,@POTUS How about taking care of the homeless and more shelters and food. Why doesn’t human lives matter anymore and… https://t.co/CX6u6V5egW
BurnaDutch,@POTUS https://t.co/HNYaE9b4LM
FriendoTx,"RT @pattywayne: @POTUS I need more data. Could someone explain to this 40 year electrician how changing a breaker box, a device that has no…"
Billoncho777,@POTUS https://t.co/fU6Jem7K3X
littlebee1198,@POTUS Biden sucks
THATANDREASGUY,@POTUS They government has literally taxed a tax that was taxed. This will fix it and make us more streamline and a… https://t.co/BdZIlb5iHr
ksreliablepower,@POTUS Liar
dhickle73,@POTUS Perhaps Commiefornia should have funded their own repairs
another_eminem,@POTUS LYING LIAR!
FrankJSchneider,@POTUS All Republicans do is support Billionaires and Millionaires. It's embarrassing.
TXLEOS,"@POTUS Come fill up your Vette in Dallas.  It’s going up fast.  Only reason it went down is you depleted the strategic reserves, Einstein!"
stolzjohn99,@POTUS I have got insurance through Obama care and because of it I don't have the 40$ for the copay for my doctor's… https://t.co/xWJQzRVufd
Billoncho777,@POTUS https://t.co/kS0vkLiaBe
TheBigD38438641,RT @thejtlewis: @POTUS So you’re saying presidents DO control gas prices… Interesting!
TouristMK4,@POTUS Sounds about right https://t.co/NnQCzDzpIN
Richie98149284,@POTUS More misinformation again. USA was at war for 20 years.. no inflation. Ukraine/ Kazaria and Russia has nothi… https://t.co/vlnbSAVb3C
Wahoos02,"@POTUS We are not in Putins war, we are in Bidens war🤡!  Our oil reserves were destroyed and never replenished beca… https://t.co/pYzsp2dWeG"
noraconnor89,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
sylbaster,@POTUS https://t.co/hZinYa3ExG
ChristianDrakes,@POTUS Anyone notice he never provides a source with actual data on what's been done? Gas is going right back up ag… https://t.co/zzs8pqadhD
Billoncho777,@POTUS https://t.co/TZx0dyQcZ5
FriendoTx,@POTUS If you actually read the replies you would never post again #FJB
CecilyMorvan,@POTUS @elonmusk  is doing that 🤣
ChewyJuiceBean,@POTUS Your a flop Joe.
MaryhelenMunoz,@POTUS Then undo everything you have done do far.
yaboycalderon,RT @JoForLiberty: @POTUS But the president doesn't impact gas prices. At least that was your stance when the price was high. Interesting th…
JPittsford,@POTUS My mother was born in 1941 and did homework by kerosene lamp light until 1953 and did just fine in life. Are… https://t.co/uhw9bx0Lg2
alleyboot,@POTUS We shouldn't even be involved...and you should have left our reserves alone. Putin is just an excuse to weaken this country..
KangofSeattle,@POTUS Still $1.70 higher than before you became president.
TheBigD38438641,"RT @aubrey_huff: @POTUS Lower it down to Trump gas prices &amp; give each American a $10,000 dollar “I fucked up gas prices” check or shut the…"
Wanderlust907,@POTUS What did you do to the milk? Shelves are empty! #milktoo #bideneggshortage #democratesatwork
Steph_mae_73,@POTUS Thanks for singlehandedly ruining our great Country.
bananabender56,@POTUS No thanks to the Democrats.
AndrewG111899,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
lonecrow729,@POTUS Lies as usual Biden
fireresign,@POTUS #firewray https://t.co/jgIpY6XKMq
997560betty,"@POTUS As a citizen why do you not tell of the nasty creatures, that you allow our military to eat and protecting your general?"
erik_thumb,@POTUS Hope the printer doesn’t run out of ink…. https://t.co/dVTERBGtJX
co03920455,RT @HynesForNevada: @POTUS The Biden Administration’s foot on the throat of domestic oil producers soured investments.    Nothing else.
timallencarter,@POTUS https://t.co/1M3iExASv8
Evie_Calling,@POTUS @VP @SecBlinken this is okay to you. https://t.co/kGpHh9fxMP
LuckyShane_13,@POTUS To the person tweeting this BS. Do you believe in what you are doing? Realize you are lying to the American… https://t.co/F6VFyCQkls
BigTaintEnergy,@POTUS Where the fuck is Lee Harvey Oswald?
LarryST79399980,@POTUS Your a lie your family crimes to Ukraine and other countries has been your focus now theses secret documents… https://t.co/XWHQi1Lc0Z
TheBigD38438641,"@POTUS And you cutting our energy, nat gas is triple...so whoever is doing your tweets needs to stop lying and   tweeting."
StaceyPaige27,"@POTUS American families need Donald Trump back in office. You’re the reason we have no breathing room, you worthless hack."
HattonRex,@POTUS Will not make up for the petrol price increase caused by your restrictions on oil production.
N3zPerc3,@POTUS liar
SwiftChiller,@POTUS https://t.co/b2IcnKDO6L
BeckyHeino,RT @wopizza: @POTUS https://t.co/40v1Nonmkb
Aqil415,@POTUS Will this make the city not smell like piss?
HLotruglio,"RT @pattywayne: @POTUS I need more data. Could someone explain to this 40 year electrician how changing a breaker box, a device that has no…"
Guido527th,"@POTUS AFTER GOING UP 3.00 , you do math like you hide top secret documents"
LanieS2022,"RT @ForTexasHoujami: @POTUS Mr President, Regardless of which Political Affiliation, we are all paying high prices for everything because y…"
MarioLo36241929,@POTUS Close the damn border. Our country has a food and baby formula shortage and yet you’re allowing millions to… https://t.co/p6Mjdtty6D
sullyisback,@POTUS Just saw it at 3.60.  Same station less than a week ago was 3.19. I see it way to high and definitely not worth bragging
co03920455,RT @REAL_CUEBALL: @POTUS I am sure to your cognitive decline and your LIE’s that America is setting on energy independence but you would ra…
BurnaDutch,@POTUS You https://t.co/p6sRzKFE3G
Chalk666hell,@POTUS So everyone can enjoy their digital ID and the social credit system that will render them a slave!
XLeo8811,"@POTUS Umm, releasing oil from storage is not the same as adding supply...like through domestic drilling."
LanieS2022,"RT @LPNational: @POTUS You blamed Putin when prices went up a lot, but take credit when they come down a little.   Even when they're not cl…"
Kingfreak491,@POTUS Caused by Putin's war my ass. This is on you and you're fucking proud of it.
Storm_Watcher11,@POTUS Get ready for gas prices to sky rocket. They are cutting off the supply and going to blame anyone but themselves.
co03920455,RT @TommyPigott: @POTUS Joe Biden depleted our strategic petroleum reserve to its lowest level in decades after he undermined U.S. energy.…
IHearZedsDead,"@POTUS @POTUS More proof you are a Democrat.  You do not give the whole story,,, which in this case amounts to lyin… https://t.co/UIzBglpdC3"
LanieS2022,"RT @aubrey_huff: @POTUS Lower it down to Trump gas prices &amp; give each American a $10,000 dollar “I fucked up gas prices” check or shut the…"
Kerberos2012,@POTUS What you going to do about @wef ?
BrettUn82312187,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
kaluva850,@POTUS Millions of people in this country are struggling to pay bills and afford essential items due to your incomp… https://t.co/pZtPRCC5nk
SoulessWoo,@POTUS BS
HLotruglio,@POTUS We can't even  afford the electric bill.
Ayse_Kendim,@POTUS 👇👇👇👇 https://t.co/3xH4EMbUgM
hun168168,"@POTUS World peace is precious, so the United States, together with other countries in the world, must work togethe… https://t.co/wmcwgLvBHK"
MDJamalChowdhu7,@POTUS Good Job thanks 🙏
shaneseo,@POTUS Wow misleading tweet/lie after another….  Time for him to get out of office…
jurysstillouch,RT @BeingCharisBlog: @POTUS Unemployment is low partly because people who've either died or become disabled by COVID (on your watch) stoppe…
Sharon17532467,@POTUS Joe 🖕🖕🖕🖕
LanieS2022,RT @TimRunsHisMouth: @POTUS And still nearly double what they were under Trump...
co03920455,RT @md90266: @POTUS #ImpeachBidenHarrisMayorkas   #StopVotingDemocrat Border city of Yuma is on the brink of collapse under 'unprecedented'…
JohnnieCasady,@POTUS Honestly you have put the dart into the bullseye.  After destroying our gas prices and inflation skyrocketin… https://t.co/5pc19snSqX
mackeysw,@POTUS Let’s go Brandon!
LanieS2022,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
StevieTheCrab,@POTUS Partner with @wmtoken to connect the unconnected. Low cost solution to bring internet connection where no other telecom can reach.
peggylu97990913,@POTUS Why do say this kind of shit knowing that they are still high.  Also you’ve told us how many times you don’t… https://t.co/zVb1kEimjM
EZdionica88,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
ArowDfw,"@POTUS A consumption tax is the only real fair tax.  It applies to illegals, or undocumented migrants, foreign visi… https://t.co/oMGBGAXkLY"
Miker9469,@POTUS FJB GAS SHOULD BE 1.60 A GALLON
LanieS2022,RT @Todd_Peterson_1: @POTUS Translation: I was responsible for gas hikes and you still pay more than under Trump.
dragonbitsage,@POTUS Even I don’t think that I’m ready for this train wreck that’s on its way. Stay safe everyone.😬
co03920455,RT @md90266: @POTUS The two constants with Democrat politicians are:  lies and hypocrisy.  #StopVotingDemocrat  ‘Hypocrisy’ Hochul roasted…
SonexEvets,@POTUS https://t.co/YHglJBuMnA
SackPallachook,"@POTUS More so, so you can control and monitor each household."
EmptySmile70,@POTUS https://t.co/gDltuqumeJ
HeavyD26506633,@POTUS THE BIG LIE !
AndrewTimari,@POTUS Trust the Science Bro
SunningCham88,RT @SunningCham88: @POTUS @VP  @HouseDemocrats @SenateDems  Christoper Wray needs to go. Install Sally Yates as FBI Chief.   Thread by @Bes…
DZA363636,@POTUS This Mother ....
CKush70,@POTUS The right constantly wants to find ways to screw over the lower &amp; middle classes all in the name of ensuring… https://t.co/GGKMfTydAt
TerryLe05875012,@POTUS Liar!
JeanneAnneArt,"@POTUS Electricity, Housing, Healthcare, &amp; Water should also be on that list.  And does ""affordable"" mean free? Cau… https://t.co/0apjp1xWNK"
SunningCham88,@POTUS @VP  @HouseDemocrats @SenateDems  Christoper Wray needs to go. Install Sally Yates as FBI Chief.   Thread by… https://t.co/8UoPcfMfH1
_fortino,RT @BoomerMays: @POTUS Instead of worrying about free wifi you need to get to work on the inflation you raised
sunnyowens6111,"@POTUS Dear conman, Open your oil pipelines, close the borders,respect your citizens.."
MDJamalChowdhu7,@POTUS Right Congratulations 🥰❤️❤️🌹
BurritoBrittt,"@POTUS Lie detector test determined that is a lie, its still almost $5 in California"
racemickilos,@POTUS Okay but here’s a view of what’s going on on 9th and mission. https://t.co/lV7tCS0nqj
RobertH93357088,@POTUS Is the SPR dry yet?
Anna23276820,@POTUS Super. https://t.co/9i3fH8xFub
NJmike68,@POTUS let me know when it gets to $1.89 a gallon &amp; eggs go down to $2.50 a dozen
Momof44Rwb,"@POTUS Liar, liar https://t.co/LcaKCClHf1"
Dave706970,"@POTUS Why our you using our reserves? Your f’ed up. Impeachment is in order, your not protecting us citizens!"
Aiaus,@POTUS How's that dirty money you've been making?
shorti41506,@POTUS You need to focus on securing our southern border and inflation YOU caused.
sincaliber,@POTUS Save hundreds and protect the environment by keeping all vocational material at home...   Even the material… https://t.co/MxEcAaB8DY
danh1975,@POTUS Thanks for admitting that canceling the pipeline was your mistake. You’re now drilling as much oil as Trump… https://t.co/vQSFrirD4T
jvjdamj,@POTUS YOU caused oil companies to shut down production. The high price of gas is solely on you @POTUS
thunderswole,@POTUS Hahahaha you got fact checked!!😆😆 Stop lying man!
JimBurns525,@POTUS THROUGH SUBSIDIES THAT WE PAY FOR!!!  THE FEDERAL GOVERNMENT MAKES NO MONEY!!  IT ALL BELONGS TO WE THE PEOP… https://t.co/fztumuqDiA
KimPear19192754,RT @edwardrussl: @POTUS https://t.co/2AeJPVftgn
WilliamFSmithJr,@POTUS Liar!!! $3.39 in El Paso
KVKinLA,@POTUS Lmaoooooooooo
Flao2man,"@POTUS You've depleted our strategic reserves and the USA vulnerable, you lying puppet!"
BurritoBrittt,@POTUS Thats a lie. Why my internet still $100 and im a single mom of 3
JohnSheaffer12,@POTUS How many documents are in your sons Corvette trunk? I hear they found a dead hooker and documents. Fess up J… https://t.co/PKfqcNvI4t
madpuppyten,@POTUS I guess you just sit in the oval office and make up  Lies Because all you ever do is lie
ChefAdamSchorr,@POTUS 🤬
DerekRCastaneda,@POTUS Waste of money imo.
BurnaDutch,@POTUS https://t.co/bmEN47ww80
Newlondon123,@POTUS https://t.co/UAM9pB1VR7
ripitup2004,@POTUS Uh huh....
abernathy_jim,"@POTUS What, are you trying to destroy the planet?!?!?!?!"
LewisBlocker,"@POTUS Who was President just a short year ago when gas went from $1.90 a gallon, under Trump, to over $4.00 a gall… https://t.co/RfMHSvxnI5"
FriendoTx,"RT @TommyPigott: @POTUS 20 million Americans can’t afford to keep the lights or heat on this winter.  Telling these families, and millions…"
William37757571,@POTUS https://t.co/aHhMY2Oaiw
neddynedwards,@POTUS You are the one that caused the shortage.
jamesfogarty2,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
tdizzle702,@POTUS Down ? there still up at least 2 bucks from when you took office.
HeavyD26506633,"RT @cmlyon67: @POTUS That’s a lie, inflation is 6.5 % over last years prices which where already at 6% So American are paying 12.5 % more t…"
coachpete24,"@POTUS Not caused by Putins war, it was all you and stopping over 500,000 barrels a day! No you’ve depleted our res… https://t.co/znCIgtcJAl"
shadowthief73,@POTUS Not seeing that in the store
Kultursmog,@POTUS You think $3.50 gas and $7 eggs are lowering costs?!?!
JohnMoo40319961,@POTUS Yea right
MFlatts24,@POTUS How did you become president? You’re literally a disaster
ScottHammond_23,@POTUS No they are not. You are a damn liar
thedave6m,@POTUS Omg!  You caused prices to rise when you cut off the Keystone pipeline and oil exploration.  Putin had nothi… https://t.co/dQNVvuCUWx
FriendoTx,RT @emg326idaho: @POTUS You’re so damn out of touch with Americans 🤦‍♀️🥴 https://t.co/KatTYHiJz7
co03920455,"RT @ForTexasHoujami: @POTUS Mr President, Another of your MISLEADING Tweets 😆  You failed to keep our Emergency Oil Reserves at normal leve…"
Chacal_No5,RT @BillyM2k: @POTUS i broke a chair in my apartment can i have 400 million dollars
jkossakowski672,@POTUS biden-trump!
Bloodtypeisragu,@POTUS You’re Weak!!!
zsnowh,@POTUS 其实网络设备很便宜，只要你让美国人能用上华为的设备就行了，又快又好用，还特别安全，在华为路由器上你可以选三种模式，密码接入，密码+向机主申请接入，或者除了机主其他人不能接入，这样就不会有黑客能攻击家庭网络了。
Skolman_Germany,@POTUS No government agency should have to look for secret docs in a private home / garage. Fruitcake. 🤡
KennethHoliman2,@POTUS That is a FLAT OUT LIE you shut down the keystone pipeline take fucking ownership for what you do
Anna23276820,"@POTUS Super,to dobra wiadomosc,pozdrawiam."
Jupthemighty,@POTUS Could probably afford internet if they could afford their groceries and such…
CruceJr,"@POTUS Gas is going up, diesel never came down much and is going up"
LoserJackDorsey,"@POTUS ""Affordable""...as in FREE for anyone who isn't white?  Yay, I get to pay for my own wifi and everyone else's too.  Shhesh."
Bewese10,@POTUS That is not true. Stop spreading misinformation and blaming republicans for your failure.
TFergus76293324,@POTUS 100% lies 100% of the time. Even Joe Biden would be embarrassed of Diapers Biden and he has no shame.
musimaiwala,"@POTUS This ""Putin's war"" as you call it would go away if you didn't continue to push and supply arms to it, just t… https://t.co/qeyCZ02hnG"
JamesMitchem85,@POTUS @SharylAttkisson We are banning you from using the SPR as a get-out jail-free card for bad energy policy. Wh… https://t.co/nxUVxVQb4i
Drozdflow,"@POTUS Too bad u wage proxy on russia, your gas is irelevant"
MaryFra52217841,"@POTUS No, you’re not, we aren’t even living paycheck to paycheck. It’s now a credit card to credit card and when y… https://t.co/vFRMag217c"
Dean78117611,"@POTUS Biden, the ways you have screwed up America in two short years, it is as if you are working for Beijing."
LarryWagner76,"@POTUS $18,000 Annually for a couple is not saving money."
SStu_108,@POTUS @JoeBiden @FLOTUS @DrBiden @wef @SECGov #OccupySEC23 #MMTLP $MMAT @CNBC @MadMoneyOnCNBC https://t.co/LuCvGPM1Ae
MicKen08799600,@POTUS Joe Biden's first approval rating in 2023 is -8%. Joe Biden Approval Rating (16 January): Disapprove: 46% (+… https://t.co/USuTZ0aGVk
RobertC62211300,@POTUS LIAR. You haven't done ANYTHING for anyone but illegals and other countries and of course yourself (10% for the Big Guy)
JimBurns525,@POTUS Remember when @realDonaldTrump wanted to build up petroleum reserves at $20 a barrel and the Democrats said no???
SteveAn07575136,@POTUS Quit giving our supplies to China.
Charlie86561839,@POTUS Empty the reserves
MikaelL77910057,@POTUS Stop blaming everybody else for your mess.
HollywoodSequel,RT @JFTFeather: @POTUS Where's all the toll money I pay go when I cross it? I thought it was specifically for that bridge... imagine a $5 t…
Nulmuertri,@POTUS lowest level from a few months ago? really? come back and make a claim when inflation was where it was in 2015.
_DougRoberts,@POTUS SPR release? 1) Your tweets make a fine record of bad decisions 2) You are the visual of USA government. 3)… https://t.co/3RIqWzuqxv
T0MAS1957,@POTUS The war in Ukraine has been in the works for years. Many foreign policy realists have been predicting it for… https://t.co/wDzzYPWUEs
magicdmw,RT @IsabellaMDeLuca: @POTUS I can’t even afford eggs what are you talking about
bord4_de,@POTUS Where is that at? Not in ky. Plus they are still 2 dollars higher than the previous administration. You blow Joe.
sda_white,RT @FiehlerCeleste: @POTUS No parent should be labeled as a domestic terrorist for protecting their child. We do not co-parent with the gov…
Hamman3Hamman,@POTUS Why? FUCKING WHY? THE GOVERNMENT DOESN’T NEED TO DO EVERYTHING FOR PEOPLE! Can you pass a bill to wipe my as… https://t.co/2WoDdpo0FK
Charlie86561839,@POTUS 🤡🚨🤡🚨
MrAnthonyHo,"@POTUS All spin and lies, with nothing but suffering for Americans.  #WorstPresidentEver"
heidithegeorgia,@POTUS How?
cirrocco,"@POTUS That's groovy! Now let's do universal health care so those same poor kids can see a doctor, including a dent… https://t.co/keW0TmVmUL"
AiArtbyDel,@POTUS Stop tweeting and just fucking work.
ace52685268,@POTUS BIDEN IS A CRIMINAL
offffice,@POTUS Who wrote this?
fearlessnotcar1,"@POTUS Here the problem- the first line is selfish, this is a fascist separatist fearful paranoid persons POV ----… https://t.co/8XTQs5XWbd"
holcomb_arnie,@POTUS You act like YOU are paying for this when in all reality WE are paying for this 🤦‍♂️ don’t do us any favors… https://t.co/GLM7wZkuZL
MicKen08799600,@POTUS not because of you. You clown.
ZediahT,@POTUS Then why did it raise 10 cents this week
TheLemming4,@POTUS Why are you depleting strategic reserves during wartime?
dadimadh,"@POTUS Best ""work"" your administration could do would be to get out of the way of increasing domestic production."
treeeleven,"@POTUS Meanwhile, everyone is shooting each other. Do something about THAT, please."
LarryST79399980,@POTUS It's not putin it's this administration fault facts you sob
levonevn,RT @mikeboyd_eldoco: @POTUS This one is just completely lame guys. Everyone on the planet knows you are the direct cause of the price escal…
TonyRandallBla3,@POTUS I think you can do better
ThomasLarryBra1,"@POTUS Whoever you are (I know it isn't Joe), I'd seriously love to know what you're smoking. 🙃 Hey, this isn't......."
sickstringer,"@POTUS It's not Putin's war it's a US State Department proxy war. Victoria ""F*ck the EU"" Nuland should take most of the credit though."
DebRuth57,@POTUS I don't want you spy net.
smonk318,@POTUS So far you've been working on providing an undocumented illegal alien to every household and enough fentanyl… https://t.co/4Tvdzye0G8
HenryLindeman9,"@POTUS God, would you just step down or die or something"
takealukhere,@POTUS You obviously suck at it https://t.co/kMWw10hnua
dan_southard,"@POTUS LMFAO In the middle of bumb fucked Egypt, we want fast speed internet to Al 6 houses 🙋😎😂😂😂😂"
OSYRYS_YT,@POTUS Wait I thought the president didn’t contribute to gas prices? Interesting
RichardKruger4,@POTUS Get AG Garland to do his work Mr President or fire him please!
Pattrick_W_Sims,@POTUS I'm not one of those.
cfspaceman,@POTUS https://t.co/ymNctEEnOe
Zorse00,"@POTUS For being a top priority, you're moving quite slowly on it."
kahuna1021,@POTUS So to ‘secure our energy supply’ you made releases from our energy supply?!? WTF?!?
MarkKasten1966,@POTUS 😂🤣😂🤣😂🤣.      😳
SpiralStaircas6,@POTUS When politicians are in trouble: GIVE FREE SHIT TO SHUT PEOPLE UP.
jmj1096,@POTUS Hpw about you lower my tax rate?  Put taxes back the way they were before SOMEONE screwed it all up.
zsnowh,@POTUS ？？美国人怎么连wifi都用不上啊？？逗我玩呢，不是说洗盘子都能变成亿万富翁吗哈哈哈哈哈哈哈
MendiolaGrandma,RT @BMCW0514: @POTUS @MendiolaGrandma America can afford free wifi!
AlienistG,@POTUS You don’t know what wi-fi is.
Roadrun81539032,"@POTUS The less interference,disguised as help, by the Government on American Citizens, the better. If they control… https://t.co/e55mx5ZOLp"
LeonWScheall,"@POTUS It’s not Putins war that’s causing the high fuel prices, it’s your incompetence!"
ChefAdamSchorr,@POTUS Since YOU f’d it up👊🏽 https://t.co/INZ90P7B17
TedJoe09887978,@POTUS Thanks President I love you
KennethHoliman2,@POTUS What about the very important things that affect every American https://t.co/kNts23N4I5
Doublejs67,@POTUS Yes but it's your administration that  caused it to go up to begin with. The Presidential policies aren't li… https://t.co/iti15hRX3A
Liane85766714,@POTUS Stop the business' that think they can use call centers they just hide behind them.  Trump used call centers… https://t.co/n3yEdei2p6
Nulmuertri,@POTUS I wish that last sentence was true. I'm going back to college to get a degree just to get a job that's stable.
Guido527th,@POTUS How many spies did you sell out ?
co03920455,RT @corbinsabol: @POTUS If you’re blaming Putin’s war on our rising cost in energy then that means we rely on foreign countries for our ene…
OdleLisa2,@POTUS Still higher than when Trump handed office to you. And prices are going back up.
SudeepVallathol,@POTUS BEST WISHES 🇮🇳🇺🇸
Liane85766714,@POTUS Cable companies use robot call centers to delay and keep one on hold for no good reason.  America use to be… https://t.co/hTNt9TADGL
strictly,@POTUS and going straight to petrol and food
idisonthatnook,@POTUS As an electrician i can assure you this is bullshit. If you want energy savings turn off the lights in rooms that arent being used.
gorgorothbunny,@POTUS Did you cure cancer yet?
offffice,@POTUS @SharylAttkisson Who wrote this?
Bbarad,@POTUS 🇨🇳 Joe for the L again.
channon_marla,@POTUS   To President Biden: Station the USA Army underneath the streets especially at 5th Street and St. John Stre… https://t.co/zmvpk1S446
Bengal_B615,"@POTUS They’re up $.30 from a week ago, and $2 from when you took over the presidency. Do better!"
Zachdanger985,@POTUS Thanks Mr President
Melissa13588210,@POTUS IT NEVER HAD TO BE HIGH TO BEGIN WITH!!!! YOU ALREADY DID THE DAMAGE AND THE PRICES ARE STILL HURTING PEOPLE… https://t.co/GJfHvj9XFE
itsalwaysSun_E,@POTUS Fix the pipeline in Michigan Peter. It is overdue and it has been overdue for infrastructure revitalization. #line5
FOXAIRINC,"RT @aubrey_huff: @POTUS Lower it down to Trump gas prices &amp; give each American a $10,000 dollar “I fucked up gas prices” check or shut the…"
apachecash1970,@POTUS u want to send another 400 million to San Francisco What happened to the money that Pelosi siphoned from the… https://t.co/K5ks0OXdsY
KrisLanDV,"@POTUS Please close our border, stop selling our crude oil to China, and stop hemorrhaging our tax dollars to Ukrai… https://t.co/c4mS1QtbJu"
T1m_J_H_E_2077,"@POTUS ""Oil shortages""? Why don't you use alaska for oil?"
Liane85766714,@POTUS Thank goodness for Wells Fargo Bank deny this con that Amazon has and don't know it.  Please stop this robot… https://t.co/17Dqc9xltl
simman607,@POTUS So gas has gone up 10 cents since the last time i saw you bragging about nearly tripling gas prices? Saying… https://t.co/2z2HuNNgxB
DowntownPowers,@POTUS That's not what the reserve is for. Can't you get anything right?
kevinmathu,@POTUS We prefer the bad days with low inflation and cheaper gas and grocery prices before your so called golden era
catgirlstrike,@POTUS my balls be health insurance premiums
sean53750952,"@POTUS With your resignation, you could save this planet."
Bewese10,"@POTUS Yeah right! Promise, lies and no delivery!"
RohmatinRohag10,@POTUS Save palestine💓
ChefAdamSchorr,@POTUS That’s great! Now secure the border.
curtisheath805,RT @JoForLiberty: @POTUS But the president doesn't impact gas prices. At least that was your stance when the price was high. Interesting th…
MrGrumm,@POTUS Bot
nuclear_tango,RT @NancyMAGAmonkey: @POTUS Reality just isn't your strong suit.
SandraLuna1129,@POTUS LIAR LIAR LIAR
JacquelineCSam2,@POTUS Oh wow! That's great. This will also promote education for All
Connectionary,"@POTUS Gaslighter in Chief? Getting rid of the income tax, payroll tax and estate taxes helps people get ahead and… https://t.co/dsYA4NBNT3"
IHeartMrMusk,"@POTUS If you'd stop sending OUR MONEY overseas we would have more money to help our own, but you can't seem to fathom that concept."
USMCRETIRED72,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
LouisaPiperCub,@POTUS There it is!  The biggest lie you've told all day.
Liane85766714,@POTUS Saying they are pretending to be operators/call centers but are actually hackers and thugs who lie and say t… https://t.co/hb4gtFzY0B
labrat341,@POTUS Rising energy costs are due to your insane energy policy. The one you are so pleased with and claim is so su… https://t.co/IC923nxVuX
RichieeRich7996,@POTUS Joe Biden is the worst President in US history every day he remains in office!!
davidnespanol,RT @MerianneJensen: @POTUS Stop no. Just stop. You held the majority for 2 years. You literally could have done whatever you wanted. Prices…
MichaelGibbs101,@POTUS Flippin unreal. Are you trying to be funny? People can't afford food and your thinking wifi? Unreal how you think
go_pal_ji,@POTUS Building houses for the homeless would have been better. Bridge makes good money to sustain.
whyruWrong,"@POTUS Clearly Roe (A decision made by 9 old white men) didn't get it right, since it was overturned in court (By a… https://t.co/9Mf3nfIbZO"
co03920455,@POTUS You're a failure.  https://t.co/7ZdzMIvbPh
KyGater,"@POTUS How about, do what Trump did. That worked way better!"
GLOATINGTRUTH,@POTUS https://t.co/7LMcI8gzgm
fries2016,@POTUS Gas is still higher when you stole office then when Trump was voted in your a disgrace to the USA
tacotripping,@POTUS Here’s the answer. Ban homework.
Liane85766714,@POTUS Could you please stop Websites like Amazon having late night operators from this company.
Mrtrouthead,@POTUS Even the Democrats know you’re lying
WildBill99999,@POTUS Could we expect anything less than you correcting your disastrous war on oil?  Lol
kevindavidcosma,"@POTUS This coming from a president who has released so much of our strategic oil reserves, it has put us in a prec… https://t.co/f0VKjyeeai"
catgirlstrike,@POTUS blunt https://t.co/cSA2T3RoIc
TrevorCroft9,@POTUS Yeah well how about making food less expensive 🤬you can’t eat gas😖
Nostopin1,@POTUS No child should have to work the equivalent of 2 jobs on schoolwork. Keep schoolwork during school hours and… https://t.co/GIZndHRH4C
TotalBliss2000,@POTUS ban assault weapons now. Wtaf   Blood is on your hands @GOP
TEKrause2,@POTUS Your energy policy is the worst.
Bullishinvesto9,@POTUS How long until our emergency reserve is empty due to this nonsense?   You are putting us at serious risk.
queendnp,@POTUS well it clearly isn’t if people do have to do that
MelissaMadaria2,@POTUS You’ll never be as good as president Trump Joe. You and your policies suck.
ClarissaLValdez,@POTUS Deport Bolsonaro or deport no one ☝️
sweet_dude96,@POTUS Add a toll on the bridge to pay for it.
BeauBaird2,@POTUS License to kill for our cops?  IOUE —&gt; wake up and mitigate risk.  Only way around it.  England is calling 🇬🇧
otz1twit,"@POTUS 11 Asians Killed  it was horrible. But 30 die of Fentanyl EVER HOUR IN USA. That’s 262,800 per year and grow… https://t.co/YK9JJYKRoY"
raj2017A,@POTUS Is this a joke?  The changes in prices fluctuates so fast that a snap shot in time could be used to tell a g… https://t.co/g1SAKnAhnz
William28550665,@POTUS OUR PRICES ARE STILL HIGH!  *FJB*
Enrique46361554,"@POTUS Jajajaja The old never-ending story, your manipulations are not believed even by daycare babies, it was not… https://t.co/2YYk0Znzkx"
Dante_O_Malfoy,"@POTUS My area in North Carolina $3.81 per gallon Monday, April 18, 2022 $3.25 per gallon. Monday, January 23, 2023 https://t.co/fDdk4dpkcd"
SStu_108,@POTUS @JoeBiden @FLOTUS @DrBiden @SECGov #MMTLP #OccupySEC23 $MMAT @UN @IMC_Worldwide @WHO https://t.co/xoOezrIWWe
jfmartin32,"RT @LilaGraceRose: @POTUS @JoeBiden Shameless. A grandfather and the leader of the Free World, a self professed Christian, mourning the fac…"
COOPERQBDAD2025,@POTUS You’re a clown! Gas prices are going up under your watch!!
SamEp3089,@POTUS If you wouldn’t have touched a thing they would be another dollar cheaper yet!
channon_marla,@POTUS   To President Biden: Station the USA Army underneath the streets especially at 5th Street and St. John Stre… https://t.co/YNRMOzOiAs
NurseJames6,"@POTUS We aren't in a crisis though, we can produce more and get it from other places other than overseas."
