user,text 
LouDeep1,@POTUS Actually gas prices are rising and will contain upward trend unfortunately.
johnballey6,@POTUS ?  Why did you stop the oil pipeline
Tatiana92005806,@POTUS No bajes el precio Daddy https://t.co/9ZptNmUCSz
HumpTower,@POTUS i do not believe anybody is reading your jerky posts
T_Fizzler117,@POTUS just paid 3.60 liar. Your administration sucks
BannerPat,"@POTUS I thought you didn't control gas prices. OH, I get it. When the go down you do. hahahaha Loser"
Jennifer19129,@POTUS This isn’t the win y’all think it is 🤦🏼‍♀️
Jfitrx,@POTUS Those improvements started years ago…
PilarMacDaniel2,@POTUS In what world do you live? Not in California.
BaconGbacon,@POTUS What were they in December of 2019?
DuffNation44,@POTUS https://t.co/olJNgu3AAH
AllianceDenis,@POTUS $US1.60 ($A2.28) a gallon or A0.60 a litre. A few more questions for our politicians to answer?@BenFordham… https://t.co/AgrBvEQ7tw
trentworldwide,@POTUS Most cars on the road don't take regular unleaded so that's a lie
Tweety63476909,@POTUS I pay for wifi… so you’re saying we all get free wifi?
DuffNation44,@POTUS https://t.co/2OafW5SKwm
J_spade529,@POTUS I thought the president couldn’t control gas prices?
KM_Bill,"@POTUS he needs to be held in protective custody and kept alive, lest he get window cancer. America needs answers.… https://t.co/RX90rKHqe2"
idoux_tv,RT @JoForLiberty: @POTUS But the president doesn't impact gas prices. At least that was your stance when the price was high. Interesting th…
Reynald87687134,@POTUS Go to prison already!
ReuvenBZ,@POTUS Please tell me this is an early April fools joke!!!!🙏
sysstfcx22,@POTUS I heard the Wi-Fi connections on Hunter’s laptop were all from fast food restaurants.
Steele02Steele,@POTUS https://t.co/cVgKoRGXem
HumpTower,@POTUS REsign !
LAWDOG777,"@POTUS Sooooooooo, why is unemployment still incredibly high in the Black community?  I thought ""you have our backs""?  Lol."
DancingBarely,@POTUS WTH thought POTUS had no power over fuel prices?
MTortomasi,@POTUS If you really cared about Americans you would not be giving billions to ukrain.
awakeandfree2,RT @Stev6_00: @POTUS I liked the orange guy better.
Anna12066988,@POTUS ファイザーの被害、どう責任取るつもりなんですか？  プーチンぐらい酷い殺してんじゃない？
AllenSp55939107,@POTUS https://t.co/tPk8R95HvS https://t.co/WYrEl02y2n
HitItWithARock,"@POTUS Honestly, do you not get tired of lying to us?"
BRENDA5000,@POTUS U.S. made steel I hope. Depending on others to provide quality metals for U.S. infrastructure could be a fatal choice.
NaztyNapkinz,"@POTUS You’re the reason they went up, not to mention the cost in the grocery stores. You’re a disgrace"
jeanpauldevo,@POTUS What is the bridge toll for then🤷 I'm more concerned about the enormous potholes all over California roads A… https://t.co/2StkEEDnnm
DavidJHarris,@POTUS Last week they were down $1.70!!
Giacomoisback,@POTUS What tf are you even talking about
FBomb2F,@POTUS My health insurance just went up 1200 a year……thanks Biden
BrownBusa,@POTUS y u so fulla 💩
baker_darrin,@POTUS Your a joke your administration is a joke
Jibxo,RT @CommonSensaye: @POTUS Almost there. https://t.co/pt39vre67D
HumpTower,@POTUS you're a size queen just like hunter
George_C_2021,@POTUS It doesn’t show. It really doesn’t. You’ve done nothing but launder money.
DoctorS30141862,@POTUS Get ready for a reset
TravisC77777777,@POTUS Make sure Paul Pelosi gets the contract. I heard he just started a “Bridge Restoration Company.”  I’m sure h… https://t.co/Jnl8HejfN9
Avatar_Country2,@POTUS You depleted it to keep lower gas prices in time for the mid terms  Now you're out of options and gas is sho… https://t.co/NdjSYGS8UZ
dianased2,@POTUS No thanks. Not everyone wants high speed Internet. Just STOP with this ridiculousness.
ENOUGHOFBIDEN,"RT @ForTexasHoujami: @POTUS Mr President, You lowered Child Tax Credit by $1600/kid for hardworking parents. You didn't use your Executive…"
HighGainz,@POTUS Socialize it and make broadband free!!!  For God's sake man!!!!  You're acknowledging that capitalism causes… https://t.co/0uCvNlioMy
ImBack_Patriot,@POTUS They were lower under Trump you old crow.
Bubbaj00165584,@POTUS We never had internet back in my day. And we did much better.
TimGree23868099,@POTUS Have you got any actual tangible progress timelines on this or is it all just ‘hopeful’ and relying on liber… https://t.co/nH0Gx2Zis9
BookPackRat,@POTUS Why don't you get rid of the darn WEP so I can afford some groceries.
yesitswhouthink,@POTUS Just stop. We're done.
JamesWe19029601,@POTUS Awesome! Now do Justice.
Irish_Lady2,@POTUS Liar!  Gas prices are over $3 a gallon right now in Georgia.
Greg54925672,"@POTUS Impossible I can’t see 400 million going to a bridge that is already built, what the hell is wrong with it.… https://t.co/bEq64tHygk"
allocco_g,@POTUS Why does everyone hate this idea? Free Wi-Fi was the original intention of the developers. Having said that.… https://t.co/cta1y2oMmz
LibertyChoco,@POTUS Fed govt should not be an internet service provider. Kids can go to any library for WiFi.
DokuZeinto,@POTUS https://t.co/Zyq1MrPf5j
HotBigBossNos,"@POTUS Man over here full of shit, as gas prices are going back up to the horrid prices they were"
35Womack,@POTUS Lets just give people everything huh…that will get them to vote for you bums…haha get a job…if you can’t aff… https://t.co/T03tPPKUwQ
TheManCamo,@POTUS MY PRESIDENT!
OleMTguy,"@POTUS What the hell are you on about ?   You are funding the war, and you have caused everything to go up in price… https://t.co/rXfUZtrtgM"
SuzanneLudwig5,@POTUS Going back up in Colorado
BobBurn09794671,@POTUS You just can't help yourself can you? There's a constant flow of BS that comes out of your mouth. Read the c… https://t.co/hsdii4YEG8
8_sagittarius_,@POTUS 🤡
GJenovai,RT @Marcie2316: @POTUS Where on mars??? It’s still 3.20 a gallon here it’s ridiculous!!!
zackbarbosa,@POTUS I thought the President didn’t control the price of gas?
NoleBullock,@POTUS ..or is that only when they go up?
sagetheancient,@POTUS Oxymoron?
AmyJo9703,@POTUS What a lying piece of excrement you are! Lies of omission are lies all the same!  That bill would put more m… https://t.co/bGRkTK96su
jcricket650,@POTUS Gas is cheaper now than it was at the start of the ‘war’
Al_leigh_cali,RT @GodarmyofAngel: @POTUS https://t.co/L6qgnYixHc
Twitagra_DM,"@POTUS Sometimes I hang with Greek statues, pres. https://t.co/EZp1h1cblf"
sunilpa45269385,"@POTUS    Respected Sir, Please help me .I want to became an american citizen .i beg you very heartly  allow me to… https://t.co/FRo5fmDJwP"
LStrickland760,"@POTUS A crisis you created. To make matters worse, you then made OUR reserves available to Hunter’s buddies n China."
FrankJo32445872,@POTUS Back up in CO from a month ago. Quit the lying.
Al_leigh_cali,RT @AJ_Rider01: @POTUS Illegitimate corrupt fraud
Al_leigh_cali,@POTUS https://t.co/JCYi2Nbcwt
pameladubsky49,"@POTUS @mnlally NO Parent should have to worry about their child going to school or the theater, the Library, a cel… https://t.co/JLjFVd6Mi8"
JohnBedinghaus,@POTUS BS
Gixian_X,@POTUS Just not affordable food.
jeff_j402,@POTUS Still over 100% higher from the time the 2020 Presidential Election was stolen.
GGsLonna,@POTUS ENOUGH‼️‼️Already‼️ YOU shouldn’t had Used all our Oil Reserves to lower prices before Elections! OH‼️You’re… https://t.co/vqrjwGNnhn
usmcwo1,@POTUS It’s amazing that he actually thinks his administration is delivering Wi-Fi to people.
NoleBullock,@POTUS Thought you didn't have any control over global oil prices.
DickTattas,@POTUS I can't pay my rent
LmariacjMary,RT @ButchSm00981346: @POTUS https://t.co/ldzVOu4HXu
sgfoster1968,@POTUS Yeah. And still up from 2020. Victory lap for what?
BlissInTN,@POTUS How about encouraging domestic production and making America energy independent.
BGomski,"@POTUS A President should unify, not divide."
blow2020,@POTUS Where are gas prices relative to when you took office?
MPstateofmind,@POTUS Is America really that poor ?
Al_leigh_cali,RT @coolname77: @POTUS You can’t even keep your lies straight. You stink.
KeithLo51138885,@POTUS FJB
LmariacjMary,RT @graceand_truth: @POTUS https://t.co/2OHs6V2NF8
mstephen61,@POTUS But they are rising again in OK—up 40+ cents per gallon over last low I paid.
MsPatti1452,@POTUS We were energy independent and selling oil until you took over and screwed that up! Thanks!
maxheadroom470,@POTUS But they're still higher than when you started raping the country
murderpunk,@POTUS No parent should have to buy generic menthols instead of Newports.
MikeAD1226,@POTUS Omg !!!¡ you raised them that high. And destroyed our cost of living. Genius want together rid of fossil fue… https://t.co/DUcvhujdmn
nlnotestine,@POTUS So you just in stabalized our supply?!
mariogeeeee,RT @IsabellaMDeLuca: @POTUS I can’t even afford eggs what are you talking about
HumpTower,@POTUS how big do you like them Joe??????
jstanofski,@POTUS They are up .55 cents since Dec. 1st 2022. Just saying this is some bs optics sir! By the way they are up $1… https://t.co/LHomgLpE1E
Jibxo,"RT @TimHundley4All: @POTUS No. Selling OUR national Reserves to China can Only Hurt US, the people who you swore an oath to protect and ser…"
BeautifulSees,"@POTUS Funny, mine was down to $2.90/ gallon, and now the price is back up to $ 3.49/ gallon. Save your BS for thos… https://t.co/e0gD1RIvCZ"
SparkysSportst1,@POTUS There would never be a so called oil crisis if you wouldn't have shut down the pipeline on your 1st day as p… https://t.co/BWlfX5NidL
Twitagra_DM,@POTUS Versailles Palace - France. Pretty insane huh pres? https://t.co/WiUFapp5At
J19Roger,@POTUS Lol you cause the energy shortage
ryohandycapkid,@POTUS Gas is up to almost 3 dollars here highest they’ve been since you’ve taken office. They are not going down.
George_C_2021,"@POTUS I’ve never seen this; though, I have seen parents with children in public library’s doing homework."
EmberLisonbee,@POTUS Yo Jack...You caused this. You drained the reserves after prices shot up due to your failed energy policies.… https://t.co/RiD2QhYBfz
switchshot21,@POTUS Elon is already doing that. Quit wasting our money. No one likes you
NoC0rruption,RT @FightForNYCHA: @POTUS When does public housing get #Infrastructure dollars for capital improvements ? The renovations are #ShovelReady…
PatheticTree,@POTUS How does a new panel save electricity exactly?
Barblcasey,@POTUS Ok I am confused your administration didn’t make the gas prices go up but you and your administration can ge… https://t.co/qAU0PFO979
reef_donovan,@POTUS Not in this country!!!!!!
CharleyPSJ,"@POTUS And just think, you raised everything 40% and haven’t even begun on the tax system yet.  Let’s go Brandon."
jaysen_york,@POTUS If only they were U.S. citizens.
TheRev92020112,@POTUS People could afford internet if you hadn't fucked up the economy
TeslaRobb14,@POTUS You helped to drive gas prices up in the first place.
T_SWAN15,@POTUS What a joke
QDwyerOnFire,@POTUS Like actually delivering- as in a form that can be accessed or is the Democrat definition of delivering as i… https://t.co/YBweCw8D48
NighthawkBegins,@POTUS Your war on fossil fuels and inane energy policies are responsible for higher prices of energy and everythin… https://t.co/2jGVpHOckf
WaterCujo,@POTUS Richest Country on the Planet and we don’t have free healthcare. #failedstate
JoaquinIRamirez,@POTUS https://t.co/Wym7Fesa9f
SamHeadache,@POTUS EXPLAIN how that works.  Seriously.  The service panel can save energy?  Going from a 100a panel to 200a can… https://t.co/6wHblrhLGa
JLRAEZ43,"@POTUS I got this Joey. ON BEHALF OF THE THE LAW ABIDING, TAX PAYING, FED UP CITIZENS OF THIS GREAT NATION. LETS MA… https://t.co/iZLWoXtXMI"
reynoldswendy68,@POTUS You are the reason prices are up. Making it look like you’re fixing the issue you actually created. Sick!! Y… https://t.co/JBt3j0sJVl
JohnSmith19812,@POTUS Winter is low demand season. What are you going to brag about this spring? Maybe your failing economy will k… https://t.co/n87ZwNL9dN
Mr_V_Flores,@POTUS Use @DarkPulseTech 🤞🏽
CUTON1C,@POTUS Does not take the blame for higher prices.   Takes the credit for declining prices. lol
BradLamb201,@POTUS I heard you say multiple times it’s because of Putin and you had no control over gas prices??
MK37914862,"RT @MarioFratto: @POTUS Stop blaming Putin, it’s you. Let us drill, finish the pipeline and cut the regulations.   Republicans want to help…"
Broncos2290,@POTUS Nobody supports Jeffrey Zients as next Chief Of Staff. How will Biden be the champion of working Americans w… https://t.co/NTMuu5tf57
paulypockets57,@POTUS You’re making China’s oil supply pretty secure.
WarrenH67549098,@POTUS No law should ever allow murder. That is abortion.
ragnars_repos,@POTUS Why do kids need wifi to do their homework??  What the fuck happened to books?
1977ORIGINAL,@POTUS Keep blaming Putin. There’s no there there.
fist_of_voodoo,@POTUS Fucking where?
THuth67,@POTUS Oil shortages were caused by you and your war on fossil fuels. Resulting in energy shortages everywhere. Now… https://t.co/MuKpevj8dU
SchaecherDale,@POTUS Why don’t you open up more drilling instead?
Lakesidevill,@POTUS https://t.co/Qd9WilIPOq
JoaquinIRamirez,@POTUS Come on man 🤣🤣🤣🤣 https://t.co/5ZuuFMZ8wQ
ann_brown8,@POTUS Where??
BuzzLedoux,@POTUS You Satanic SOB!
shashimasih2,@POTUS President Biden Sir nurse survived during Ebola 20+ yr critical care nurse can’t find job Hospital reputatio… https://t.co/I42kCZEPYX
BaltimoresWire,@POTUS the truth is that the cost of living is going up and there isn't a way for you to publicize that we may go i… https://t.co/CgawyPDhF3
JohnBedinghaus,"@POTUS Ok. So how come it's rising again? Answer that, Einstein."
Vetboom32,@POTUS Our old reserves are at record lows. Low you are the true threat to our country and democracy.
tavarish555,@POTUS How about building housing for the homeless families?
Al_leigh_cali,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
WhatIfItEnds,@POTUS Pennies on the dollar compared to what you give to Ukraine.
PatheticTree,@POTUS Imagine what we could have done with all that money you gave to Ukraine
8ruceWayn,@POTUS Have the ramifications of mining the rare earth minerals that go into these batteries been weighed into the… https://t.co/43uNX5uQUT
chuckegcrypto,@POTUS Gas was $2 when you stole office you &amp; your son will be tried for treason
CarieiraC,RT @Todd_Peterson_1: @POTUS Translation: I was responsible for gas hikes and you still pay more than under Trump.
prilojeniye,"@POTUS Oh, so you're saying House Republicans WANT to cause oil shortages and higher gas prices. Got it. What a gre… https://t.co/3uK9a59TZt"
JB3719,@POTUS As you send us deeper into recession. Great job.
VWennen,@POTUS Please refill our strategic petroleum reserve with US oil.  Energy bounty proved most helpful in both WW1 and 2.
Christellking,@POTUS It was high before putin. It was high when you took the office. You were the cause
Farmer2012Hobby,"@POTUS I am sorry, that sounds like the biggest rubish.  No upgrading a electrical panel from 1970's maybe, but not… https://t.co/m5TceDRdXM"
TheRev92020112,@POTUS Funny you tweet this when gas had jumped 40¢ in the past 10 days here alone
2LEGIT2QUlT,RT @TimRunsHisMouth: @POTUS And still nearly double what they were under Trump...
ENOUGHOFBIDEN,RT @YogaPantsChik: @POTUS Affordable Internet was put in when @realDonaldTrump was in the White House.    All ISP’s comply based on income.…
jon_thompson,@POTUS So we need to work twice as hard to afford things is what you are saying?
AppalachiaGamez,@POTUS ⚠️MISINFORMATION⚠️ The above tweet contains critical misinformation. Energy costs are not being driven up by… https://t.co/3I4biMHhTK
WhiteCollarRose,@POTUS have you seen this? We knew all along and didn't need this evidence. You are illegitimate. You have no busin… https://t.co/JlbVPzgaDA
FlyingJayDee,@POTUS @SharylAttkisson https://t.co/mz4CPoUXxx
murderpunk,"@POTUS So as usual, you're going to raise taxes to fix nonexistent problems."
md90266,"@POTUS Let's face it, the Democratic Party is promoting Marxism in America.   The Democratic Party is the biggest t… https://t.co/qbathvMgU7"
therealmmeg,@POTUS Stop blaming everything on the House Republicans. You’re disgusting.
awakeandfree2,"@POTUS I am almost 50 yrs old, &amp; theres never been more chaos or more constant chaos in ANY Presidency than yours i… https://t.co/XGzUcs7la0"
RealWillFred,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
TyroneGoldstei3,@POTUS Hold up…I thought presidents didn’t have any control over gas prices? The hypocrisy of the left is laughable.
Brett7321,"@POTUS Stop stop  If you hadn’t given Ukraine  2,000,000,000,000 trillion dollars and left 85 billion to isis in mi… https://t.co/YZii5quUfr"
DankyReal,@POTUS You're a communist.
nursemegan92,RT @PTF_org: @POTUS We agree! We also don't think children should have to risk getting #LongCovid in order to attend school or to see a doc…
C3NATION91,@POTUS This summer? We’re still in 2022s Winter
PLRivo936,"@POTUS Your administration is killing this country and you know it! You're finishing the job for Barack Obama, you… https://t.co/mAchStpbCM"
8ruceWayn,"@POTUS Is this due to the businesses that went under due to the lockdown, or legitimate brand new ones not trying to come back @POTUS ?"
Cottsocoin,"@POTUS You caused higher prices by shutting down pipelines making us dependent again on other countries. Then, you… https://t.co/0VIAeGanlF"
Moose80214292,@POTUS Going back up again
trinitydawn22,@POTUS Stop sending our money to Ukraine.
ChrisEvanson5,@POTUS What a liar! Gas just jumped 52 cents in the last week here! You are destroying our country!
socialist_boi,@POTUS Putin price drop!
sim3897,@POTUS Lies and more lies
TheHoleTweet,@POTUS I would be more impressed Brandon if you were building the wall and building the Keystone XL pipeline instead 🐰🕳️
frustratesmeto1,@POTUS LOL!!!  C’mon Man  #NoMalarkeyHuh?
trendsdividends,@POTUS This war is a US Empire's proxy war on Russia. The war is 100% provoked by the US warmonger Empire.  The Wes… https://t.co/WPuAwRkVuh
jonirobuck3,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
BuckI_Joe,@POTUS Good lord Joe. Quit lyin. Gas peeked at $5.20. Actually got close to $2.50 a gallon month or 2 ago and now $… https://t.co/q8s3G8dKZK
Al_leigh_cali,RT @JaromeBellVA: @POTUS But up $1.70 since you’ve taken over.   Don’t you have more classified documents to find?
BuzzLedoux,@POTUS Shut up you baby killing Satanists. Fake Catholic Biden!
poerio_richard,@POTUS https://t.co/JLaXWIA56X
DWEBTWEET,"RT @TommyPigott: @POTUS No parent should be forced to choose between paying for food, gas, or rent, but that's exactly what Biden's inflati…"
tfactor85,RT @JoForLiberty: @POTUS But the president doesn't impact gas prices. At least that was your stance when the price was high. Interesting th…
lasleymedia,@POTUS What? 😂😂😂😂😂😂 Electrician here. What garbage bill crap is this???
mallidalli,@POTUS Um...they just went upover $3.50 again.
JoaquinIRamirez,@POTUS 👀 https://t.co/80eUoW8kPq
Sai_osmani,@POTUS 💪💪💪 https://t.co/FggXRGUcGi
JohnSmith19812,@POTUS Would have been nice if you hadn't driven the prices up for two years first and just let them stay cheap. Yo… https://t.co/1awO2X2ZXt
bobrhines,@POTUS Liar
BigSausagePaws,@POTUS You didn't do shit to lower the gas prices.
GioxxAx,RT @JoForLiberty: @POTUS But the president doesn't impact gas prices. At least that was your stance when the price was high. Interesting th…
ButterballzBoi,@POTUS Here it comes. https://t.co/IcBppL973F
johnson_dalene,@POTUS I'm pretty sure no parent really does that
2LEGIT2QUlT,"RT @LPNational: @POTUS You blamed Putin when prices went up a lot, but take credit when they come down a little.   Even when they're not cl…"
TheAmazingRands,"@POTUS You took over in Jan 2021, so again, you are taking credit for a problem you created."
gene_bruihl,@POTUS No Brandon they have went up significantly in the last few weeks. You are so out of touch
wannabuyavowel_,@POTUS Cause the problem. Partially rectify the problem. Take credit. Ffs what is wrong with this guy?
2LEGIT2QUlT,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
soewin49880446,@POTUS Good President. Good idea. Good decision. Republicans need to learn from Democrats. Republicans need to chan… https://t.co/zqOqPjoLDr
runninhard66,"@POTUS Really? Lowering costs? Then bring back our oil and gas. YOU, and YOU alone, brought it up 2-300% just so yo… https://t.co/uciQOaH7KX"
SteveSenracer1,@POTUS Republicans gave you the ability to use the petroleum reserves.
SG3601979,@POTUS With this president's tweets and the policies he's been working on all this time. I still can't understand w… https://t.co/Z7V73dJtOw
JS4fun17,@POTUS Go back to sleep joey
2LEGIT2QUlT,RT @real_defender: @POTUS They are still $1.60 more a gallon then when Trump was president.
jubjub302,@POTUS Huh ... Weird... I just saw gas prices spike 30 cents over this last weekend alone.
wise_greybeard,@POTUS Again Mr President all due respect here. You don’t get credit for gas prices being down if you can’t take th… https://t.co/naBxFsSHew
forcelite,@POTUS Have you begun to replenish the emergency oil reserves?
Sgagedown,@POTUS Almost $13 for a Big Mac &amp; Fries.
stuntdawg77,@POTUS reinstate the Keystone pipeline and approve all those drilling permits … i guarantee you’ll get gas to drop below $2 again
AgateDave,@POTUS Hahahaha
BrentUtah,@POTUS Translation is we're funneling money through this infrastructure project to our donors. Oh and 10% for the big guy.
DWEBTWEET,@POTUS No President should ever dodge questions about his illegal posession of classified documents. Don't have the… https://t.co/BrY4GiVwC6
Al_leigh_cali,RT @Todd_Peterson_1: @POTUS Translation: I was responsible for gas hikes and you still pay more than under Trump.
mcscrimp,@POTUS Recent money to retrofit this bridge is causing noise pollution. Money NOT well spent. Fire the architects.
AdamHenderly,@POTUS Tell the damn truth for crying out loud. Oh I forgot you can't tell the truth if your life depended on it. https://t.co/4DCR4FnOjC
ladydimplez92,@POTUS 🙌🏾
CorvetteM,@POTUS Finish the wall on our southern border dip💩
Alextrique,@POTUS Lots of tweets lately... Are you worry ? 🤔
RCotton61,@POTUS Lying again.
nicholaSyaJ,RT @ThiaBallerina: @POTUS What about everyone else? How is it that every other major country on earth is able to provide health care and we…
niza1014,"RT @BallsackSports: @POTUS I started Ballsack sports in McDonald’s parking lot, Mr. Potus"
Burt55Gummer,"@POTUS So you don't take blame that it went way up under your watch, but you take credit when it barely goes down?"
8ruceWayn,@POTUS What level were they when @POTUS got into office?
missionmars2029,@POTUS Ohh really!!
FattiMaschii,"RT @ForTexasHoujami: @POTUS Mr President, Why You are not telling the whole story?  -&gt;Proposal will ABOLISH ALL THE TAXES Americans are alr…"
GreenhillGuy4,"@POTUS You were literally just bragging about how YOU lowered gasoline prices, stating that it's Putin's fault.   A… https://t.co/N7mRuTMdDG"
deerhunter3735,"@POTUS Sure, let give the peasant 600 back on a 3000 dollar upgrade"
PodojakLynne,@POTUS Wow you’re one to talk after ruining our entire economy 🤦‍♀️
Kenneth06080183,@POTUS But here we are. Thanks MR.P
Logical_TD,@POTUS $400M just to *maintain* a bridge 👀💰🔥
russcrawley,@POTUS Every single
1sam62,@POTUS You misspelled “Bidenflation.”  Buyden.
Boligankids,@POTUS You suck
Corlathena,@POTUS Lord have mercy on those of us that see reality bc we are so screwed.
sandeeboyd99,@POTUS How about lowering the cost of food not everyone get government assistance and food prices are killing Americans.
teddy_stripes,@POTUS You are trying to twist and turn this...  when it is ALL YOUR FAULT!   #BidenIsADisgrace
Al_leigh_cali,RT @TommyPigott: @POTUS Gas prices are up $1.03 a gallon from when Joe Biden took office.  Biden's administration continues to undermine Am…
brianskinneryyc,@POTUS Worst administration in American history
JimmyBigtime,@POTUS Lies!!! Go to cnn
MarkCam37037171,@POTUS All Lies Brandon
MomanyiLenny,"@POTUS Americans should adopt to new tactics, people are not using their resources, time well. Living in a garage a… https://t.co/y1a2tiE4pQ"
TCDMS99,RT @graceand_truth: @POTUS https://t.co/2OHs6V2NF8
kennykpngo,@POTUS BS
RealHolliday14,@POTUS Agree or disagree with the content. At least when Trump tweeted you knew he wrote it himself. All Biden's tw… https://t.co/Hl5UQNrIWX
svhornstein,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
jsonharness,@POTUS Looks like an old bridge
jebrennt,@POTUS What a racist thing to say
bhanarun,@POTUS https://t.co/WDP2rA1sYm
TCDMS99,RT @ButchSm00981346: @POTUS https://t.co/ldzVOu4HXu
barsan8r,"@POTUS Next take credit for the Taj Mahal still holding together.  Say, aren't you supposed to be in jail?"
KaszyckiDavid,@POTUS https://t.co/LCAcSZNQuY
Redneckpegasus1,@POTUS Yeah its been a tough few years. But allowing a senile old man and the inmates to run the asylum will kinda do that
Onskis,@POTUS Yeah your plan worked well….not
reine_jackie,RT @ScottPresler: @POTUS How many more classified documents are you hiding?
mr_e_guy,"@POTUS You do NOT understand economics. Just stop. We may not have stopped the coup, but really Joe, when are they… https://t.co/efIz9WkTAg"
JethroHawg,@POTUS This is all on YOU!! You are the one who made the USA a country that has to BEG foreign oil for more supply… https://t.co/ZpqRurY3vs
SaraAAtkins,RT @PTF_org: @POTUS We agree! We also don't think children should have to risk getting #LongCovid in order to attend school or to see a doc…
Bradley85043527,@POTUS They already do.. I wish your staff would look stuff up before they post stuff for clicks.. But that's just me.. 🙄
Donnieplmr,@POTUS Let’s start drilling our own oil get the prices back down to 1.60 a gallon Let’s Go Brandon!!! #donniepalmer4congress
red93cobra,@POTUS https://t.co/QW08jbpWCj
Tampapathfinder,@POTUS Bullshit numbers
MTortomasi,@POTUS Costs of everything was lower with President Trump.
pigybank,@POTUS 🖕🖕🖕🖕🖕🖕🖕🖕🖕
Ray24377994,@POTUS #BidenShitShow
hongHtin1,"@POTUS mục  sư  tin  lành .VIỆT  NAM YÊU  CẦU  CHÍNH  PHỦ  HOA  KỲ ,  THỂ  HIỆN  NHÂN  QUYỀN  DÂN  CHỦ  ,   BÌNH  Đ… https://t.co/Wepnm1fkZK"
sameerbacha94,@POTUS https://t.co/OEqIaxFS6k
truth8812,@POTUS  @MarshaBlackburn @SecBlinken  😱😱😱 https://t.co/gP2Az7hVSM
RoseMarieHCraf4,@POTUS 😂😂😂😳😳😳🙄🙄🙄
camtheg00n,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
Patrickjjww,@POTUS Unless they are babies of infanticide age!
BethanyBowen94,RT @Czesc45: @POTUS You’re building China’s economy and destroying America.  You liar.🤥🤥🤥 https://t.co/nFbixpJbKk
rysomerville1,@POTUS @elonmusk fixed this for you https://t.co/dYnEHi5Ry0
AlanPaurillo,"@POTUS You are bragging that gas prices was down $1.60 from last summer? Gas prices before January 21, 2021 was onl… https://t.co/py5X3XBXiD"
realx02,@POTUS Say what?
MikeL_wazzup,RT @Action_Not_Talk: @POTUS I'd rather upgrade my president.
FlyEagleFlyUSA,"RT @ForTexasHoujami: @POTUS Mr President, Another of your MISLEADING Tweets 😆  You failed to keep our Emergency Oil Reserves at normal leve…"
ParShooter1968,@POTUS Where does all that electricity come from Jack
DankyReal,@POTUS You're probably a bandwagon fan
BethanyBowen94,@POTUS So we will work as your slave and not get wealthy great idea..for you
mgipson13,@POTUS You lying sack of crap.
TCDMS99,"@POTUS Americans...if spending $400 million on a bridge helps heating, cooling, food, and housing costs...then vote… https://t.co/wm7vPZsXOP"
JamesWheeler70,@POTUS Summer. That’s what happens every year. Demand high n prices soar. Now you claiming credit for it going down… https://t.co/DldBry3bAU
poppa_brew,"@POTUS Liar, or whomever writes your tweets"
bkrclassof08,@POTUS Lies. Gas here in central Texas is up $.60-.70 since Christmas.
duilio_avendano,"@POTUS DEMONRATS &amp; RINOS HAS DECADES OF CRIMES , BIDEN HAS TO RESIGN AND BE JAILED , IF AMERICA DON'T MAKE AN EXAMP… https://t.co/rBnCxxGcez"
magdywoody,RT @BillyM2k: @POTUS i broke a chair in my apartment can i have 400 million dollars
michaelrob623,@POTUS Oh look you got fact checked.  Such a clown.
michaelcanfield,"@POTUS Okay, now do it."
SelectSpeed,RT @edwardrussl: @POTUS https://t.co/2AeJPVftgn
SueBrown00,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
BethyGirl81,@POTUS $1.60 down from the summer just means gas prices were over $5/ gallon. Smh
fallenangel8504,@POTUS This is not right… as ATT refuses to add fiber optic cable as they are fading out broad band unless it’s ric… https://t.co/YuBQGBjdv4
BobcatBets,@POTUS Where?
DaleCoria3,@POTUS Where? Where are these projects going on? I don't see any infrastructure work at all..
SocialismIsCrap,@POTUS https://t.co/URNV0WhM5e
Jayson_Samuli,@POTUS It’s your war and you shut down domestic oil. Don’t blame the House Republicans. Every policy you make is de… https://t.co/5DpDakMlol
djsquashkid,@POTUS u suck
MikeBaytown,@POTUS What is a small business application?  That makes no sense.
Motivatedaworld,@POTUS Solution is to bring back @McDonalds  PlayPlace
BethanyBowen94,@POTUS Every tweet is a lie #IMPEACHBIDENNOW
horsesandhounds,"RT @MFL47563817: @POTUS When you depart marine one, you are supposed to salute the marine at the bottom of the stairs. Shame on you, you fe…"
Michael12735756,@POTUS 10% for the big guy
chris_dopez,@POTUS I’m calling cap 🧢
DNonya1,@POTUS This is what democrats are turning America into!😡 https://t.co/RChGRekyek
BootyLooterLP,@POTUS You are a career criminal
